FullName,AfterComma,KeyCode,Class,NameType,Other_Name_Info,familyName,givenName,birthDate,deathDate,OtherAssociatedDate,gender,nationality,Title,Info,Info_Cleaned,jobTitle,spouse,children,parent,sibling,relatedTo,Relationship,Record_About,Years_BD,Year_Married,Year_Remarried
"Rochereau, Louis",", Louis",rocher1,0,,,,,,,,,,,neveu d'Alfred Dubois de Chefdebien,neveu d'Alfred Dubois de Chefdebien,,,,,,,,False,,,
"Rochereau, Pierre",", Pierre",rocher2,0,,,,,,,,,,,neveau d'Alfred Dubois de Chefdebien,neveau d'Alfred Dubois de Chefdebien,,,,,,,,False,,,
"Rochette, Henri",", Henri",rochet4,0,,,,,1878,1934,,,,,"1878-1934, banquier, escroc",banquier,,,,,,,,False,1878-1934,,
"Rocquain, Félix",", Félix",rocqua1,0,,,,,1833,1925,,,,,"1833-1925, archiviste-paléographe, historien",archiviste-paléographe,,,,,,,,False,1833-1925,,
"Rod, Edouard",", Edouard",rod1,0,,,,,1857,1910,,,,,"1857-1910, romancier suisse",romancier suisse,,,,,,,,False,1857-1910,,
"Rodays, Fernand de",", Fernand de",rodays1,0,,,,,1845,1925,,,,,"1845-1925, journaliste, directeur au Figaro",journaliste,,,,,,,,False,1845-1925,,
"Rodenbach, Georges",", Georges",rodenb1,0,,,,,1855,1898,,,,,"1855-1898, poète belge",poète belge,,,,,,,,False,1855-1898,,
"Rodenbach, P.",", P.",rodenb2,0,,,,,,,,,,,"Chez Mme Arman, 1896",Chez Mme Arman,,,,,,,,False,,,
"Rodenbach, Mme Georges",", Mme Georges",rodenb3,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Rodes, Jean",", Jean",rodes1,0,,,,,,,,,,,homme de lettres ljp,homme de lettres,,,,,,,,False,,,
"Rodier, Georges",", Georges",rodier1,0,,,,,,1929,,,,,"?-1929, ami de Mme Lemaire",ami de Mme Lemaire,,,,,,,,False,,,
"Rodier, Dr Henri",", Dr Henri",rodier2,0,,,,,,,,,,,dentiste,dentiste,,,,,,,,False,,,
"Rodin, Auguste",", Auguste",rodin1,0,,,,,1840,1917,,,,,"1840-1917, sculpteur",sculpteur,,,,,,,,False,1840-1917,,
"Rodolphe, archiduc d'Autriche",", archiduc d'Autriche",rodolp1,0,,,,,1858,1889,,Male,,,1858-1889,,,,elisab1,,,,,False,1858-1889,,
"Rodrigues-Ely, Mme veuve Z.",", Mme veuve Z.",rodrig1,0,,,Rodrigues-Ely,,,1903,,Female,,,"?-1903, mère de Mme Charles Nathan",mère de Mme Charles Nathan,,,,,,,,False,,,
"Roentgen, William-Konrad von",", William-Konrad von",roentg1,0,,,,,1845,1923,,,,,"1845-1923, physicien allemand",physicien allemand,,,,,,,,False,1845-1923,,
"Roerich, Nicolas Constantinovitch",", Nicolas Constantinovitch",roeric1,0,,,,,1874,1947,,,,,"1874-1947, peintre russe",peintre russe,,,,,,,,False,1874-1947,,
"Roger, Victor",", Victor",roger2,0,,,,,,,1896,,,,compositeur de musique de scène (1896),compositeur de musique de scène,,,,,,,,False,,,
"Roger-Milès, Léon-Octave-Jean Roger, dit",", Léon-Octave-Jean Roger, dit",rogerm1,0,,,,,1859,1928,,,,,"1859-1928, homme de lettres",homme de lettres,,,,,,,,False,1859-1928,,
"Roget, général Gaudérique",", général Gaudérique",roget1,0,,,,,1846,,,,,,"1846-?, chef du cabinet Cavaignac",chef du cabinet Cavaignac,,,,,,,,False,,,
"Rogowski, Ludomir Michal (ou Rakowsky)",", Ludomir Michal (ou Rakowsky)",rogows1,0,,,,,1881,1954,,,,,"1881-1954, compositeur",compositeur,,,,,,,,False,1881-1954,,
"Rohan, Herminie de la Brousse de Verteillac, duchesse (Alain) de; princesse de Léon",", Herminie de la Brousse de Verteillac, duchesse (Alain) de; princesse de Léon",rohan1,0,,,Rohan,,1853,1926,,Female,,,1853-1926,,,rohan3,carama18; murat1; rohan2; rohan4,,,,,False,1853-1926,,
"Rohan-Chabot, Josselin, 12e duc de",", Josselin, 12e duc de",rohan2,0,,,,,1879,1916,,Male,,,"1879-1916, fils d'Herminie et Alain de Rohan",fils d'Herminie et Alain de Rohan,,,,,,,,False,1879-1916,,
"Rohan, Alain de Rohan-Chabot, 11e duc de",", Alain de Rohan-Chabot, 11e duc de",rohan3,0,,,Rohan,,1844,1914,,Male,,,"1844-1914, parlementaire",parlementaire,,rohan1,carama18; murat1; rohan2; rohan4,,,,,False,1844-1914,,
"Rohan, Jehan vicomte de",", Jehan vicomte de",rohan4,0,,,Rohan,,1884,,,Male,,,"1884-?, fils du duc et de la duchesse Alain de Rohan",fils du duc et de la duchesse Alain de Rohan,,,,,,,,False,,,
"Rohan, Anne de Talhouët-Roy, vicomtesse (Jehan) de",", Anne de Talhouët-Roy, vicomtesse (Jehan) de",rohan5,0,,,Rohan,,1887,,,Female,,,"1887-?, mariée en 1906",,,,,,,,,False,,1906,
"Rohan-Chabot, Marguerite de Rohan-Chabot, duchesse (Josselin) de",", Marguerite de Rohan-Chabot, duchesse (Josselin) de",rohan6,0,,,,,1887,,,Female,,,"1887-?, mariée en 1906, fille du comte et de la comtesse de Jarnac",fille du comte et de la comtesse de Jarnac,,,,,,,,False,,1906,
"Roland-Gosselin, Mme; née Hoskier",", Mme; née Hoskier",roland2,0,,,,,,,,Female,,,fille d'Emile Hoskier,fille d'Emile Hoskier,,,,,,,,False,,,
"Rolland, Romain",", Romain",rollan1,0,,,,,1866,1944,,,,,"1866-1944, écrivain",écrivain,,breal2,,,,,,False,1866-1944,,
"Rolle, Armand",", Armand",rolle1,0,,,,,,,1895,,,,chez Mme Aubernon en 1895,chez Mme Aubernon,,,,,,,,False,,,
"Rollin, commandant Albert",", commandant Albert",rollin1,0,,,,,,,,,,,Affaire Dreyfus,Affaire Dreyfus,,,,,,,,False,,,
"Romains, Jules; pseud. de Louis Farigoule",", Jules; pseud. de Louis Farigoule",romain2,0,,,,,1885,1972,,,,,1885-1972; homme de lettres ljp,homme de lettres,,,,,,,,False,1885-1972,,
"Russie, Nicolas II Romanoff, Tzar de",", Nicolas II Romanoff, Tzar de",romano1,0,,,,,1868,1918,,,,,1868-1918,,,,,,,,,False,1868-1918,,
"Russie, Victoria de Saxe-Cobourg et Gotha, grande-duchesse Cyrille de",", Victoria de Saxe-Cobourg et Gotha, grande-duchesse Cyrille de",romano10,0,,,,,1876,,,Female,,,1876-?,,,,,,,,,False,,,
"Russie, grand-duc Paul Alexandrovitch de",", grand-duc Paul Alexandrovitch de",romano11,0,,,,,1860,,,Male,,,"1860-?, frère d'Alexandre III, oncle du tzar Nicolas II",frère d'Alexandre III,,,,,,,,False,,,
"Romanonès, comte Don Alvaro Fiueroa y Torres",", comte Don Alvaro Fiueroa y Torres",romano12,0,,,,,,,,Male,,,(titled nobility of Europe) (ALB),(titled nobility of Europe),,,,,,,,False,,,
"Russie, grand-duc Mikhaïl Alexandrovitch de",", grand-duc Mikhaïl Alexandrovitch de",romano13,0,,,,,1878,1918,1917,Male,,,"1878-1918, proclamé ""empereur Michel II de Russie"" en 1917","proclamé ""empereur Michel II de Russie""",,,,,,,,False,1878-1918,,
"Russie, tsarévitch Alexis Nikolaïevitch de",", tsarévitch Alexis Nikolaïevitch de",romano14,0,,,,,1904,1918,,,,,"1904-1918, grand-duc et tsarévitch",grand-duc et tsarévitch,,,,,,,,False,1904-1918,,
"Russie, Alix de Hesse, Tzarine Alexandra-Feodorovna de",", Alix de Hesse, Tzarine Alexandra-Feodorovna de",romano2,0,,,,,1872,1918,,,,,1872-1918,,,,,,,,,False,1872-1918,,
"Russie, Tzar Alexandre III de",", Tzar Alexandre III de",romano3,0,,,,,1845,1894,,,,,1845-1894,,,,,,,,,False,1845-1894,,
"Russie, grand-duc Alexis Alexandrovitch de",", grand-duc Alexis Alexandrovitch de",romano4,0,,,,,1850,1908,,Male,,,"1850-1908/10, frère d'Alexandre III, oncle de Nicolas II",/10,,,,,,,,False,1850-1908,,
"Russie, grand-duc Vladimir Alexandrovitch de",", grand-duc Vladimir Alexandrovitch de",romano5,0,,,,,1847,1909,,Male,,,"1847-1909, frère du tzar Alexandre III",frère du tzar Alexandre III,,,,,,,,False,1847-1909,,
"Russie, grand-duc Boris de",", grand-duc Boris de",romano6,0,,,,,,,,Male,,,fils du grand duc Vladimir,fils du grand duc Vladimir,,,,,,,,False,,,
"Russie, princesse Marie de Mecklembourg-Schwerin, grande-duchesse Vladimir de",", princesse Marie de Mecklembourg-Schwerin, grande-duchesse Vladimir de",romano7,0,,,,,1854,1920,,Female,,,"1854-1920, mariée en 1874",,,,,,,,,False,1854-1920,1874,
"Russie, grand-duc Michel Michailovitch de",", grand-duc Michel Michailovitch de",romano8,0,,,,,1861,1929,,Male,,,1861-1929,,,,,,,,,False,1861-1929,,
"Russie, grand-duc Cyrille Vladimirovitch de",", grand-duc Cyrille Vladimirovitch de",romano9,0,,,,,1876,,,Male,,,"1876-?, fils aîné du grand-duc Vladimir, cousin germain du Tzar Nicolas II",fils aîné du grand-duc Vladimir,,,,,,,,False,,,
"Romieu, Jean",", Jean",romieu1,0,,,,,,,,,,,directeur de la revue L'Ermitage?,directeur de la revue L'Ermitage?,,,,,,,,False,,,
"Romieu, Joseph",", Joseph",romieu2,0,,,,,1865,,,,,,"1865-?, diplomate",diplomate,,,,,,,,False,,,
"Ronseray, H. de",", H. de",ronser1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Ronsin, Eugène Lucien",", Eugène Lucien",ronsin1,0,,,,,1874,1937,,,,,"1874-1937, Artiste peintre et décorateur (THRA)",Artiste peintre et décorateur,,,,,,,,False,1874-1937,,
"Roosevelt, Theodore",", Theodore",roosev1,0,,,,,1858,1919,,,,,"1858-1919, président américain",président américain,,,,,,,,False,1858-1919,,
"Rosa, A. de",", A. de",rosa1,0,,,,,,,1900,,,,donne des cours pour le Collège d'Esthétique moderne (1900),donne des cours pour le Collège d'Esthétique moderne,,,,,,,,False,,,
"Rosalès, Ordono de",", Ordono de",rosale1,0,,,,,,,1908,,,,"sculpteur, en 1908",sculpteur,,,,,,,,False,,,
"Rosas, Juan-Manuel Ortiz de",", Juan-Manuel Ortiz de",rosas1,0,,,,,1793,1877,,,,,"1793-1877, dictateur argentin",dictateur argentin,,,,,,,,False,1793-1877,,
"Rosenthal, Gabrielle",", Gabrielle",rosent1,0,,,,,,,1906,,,,biographe du Carpaccio (1906),biographe du Carpaccio,,,,,,,,False,,,
"Rosenthal, Léon",", Léon",rosent2,0,,,,,,,1906,,,,biographe du Carpaccio (1906),biographe du Carpaccio,,,,,,,,False,,,
"Rosny, J-H",", J-H",rosny0,0,,,,,,,,,,,pseudonyme collectif des frères Boex (Rosny Ainé et Rosny Jeune),pseudonyme collectif des frères Boex (Rosny Ainé et Rosny Jeune),,,,,,,,False,,,
"Rosny aîné, Joseph-Henri-Honoré Boëx-Borel, dit",", Joseph-Henri-Honoré Boëx-Borel, dit",rosny1,0,,,,,1856,1940,,,,,"1856-1940, écrivain",écrivain,,,,,,,,False,1856-1940,,
"Rosny jeune, Justin Boëx, dit",", Justin Boëx, dit",rosny2,0,,,,,1859,1948,,,,,"1859-1948, écrivain français",écrivain français,,,,,,,,False,1859-1948,,
"Rospigliosi, Yvonne de Villenfagne de Sorinnes, princesse Ferdinando",", Yvonne de Villenfagne de Sorinnes, princesse Ferdinando",rospig1,0,,,,,1887,,,Female,,,"1887-?, mariée en 1910",,,,,,,,,False,,1910,
"Rospigliosi, prince Ferdinando",", prince Ferdinando",rospig2,0,,,,,1883,,,Male,,,1883-?,,,,,,,,,False,,,
"Rossini, Gioacchino",", Gioacchino",rossin1,0,,,,,1792,1868,,,,,"1792-1868, compositeur italien",compositeur italien,,,,,,,,False,1792-1868,,
"Rössler, Carl",", Carl",rossle1,0,,,,,1864,1948,,,,,"1864-1948, auteur dramatique",auteur dramatique,,,,,,,,False,1864-1948,,
"Rostand, Edmond",", Edmond",rostan1,0,,,,,1868,1918,,,,,"1868-1918, poète, auteur dramatique",poète,,,,,,,,False,1868-1918,,
"Rostand, Eugène",", Eugène",rostan2,0,,,,,1843,1915,,,,,"1843-1915, père d'Edmond Rostand",père d'Edmond Rostand,,,,,,,,False,1843-1915,,
"Rostang, Marc de",", Marc de",rostan3,0,,,,,,,,,,,,,,,,,,,,False,,,
"Rostang, Isabelle Pastoureau, Mme Marc de",", Isabelle Pastoureau, Mme Marc de",rostan4,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Rostand, Maurice",", Maurice",rostan5,0,,,,,1891,1968,,,,,"1891-1968, écrivain, fils d'Edmond Rostand",écrivain,,,,,,,,False,1891-1968,,
"Rostand, Alexis",", Alexis",rostan6,0,,,,,1844,1919,,,,,"1844-1919, banquier, compositeur, frère d'Eugène Rostand",banquier,,,,,,,,False,1844-1919,,
"Rothschild, baronne James de, née Laura Thérèse de Rothschild",", baronne James de, née Laura Thérèse de Rothschild",rothsc1,0,,,Rothschild,,1847,1931,,Female,,,1847-1931,,,,,,,,,False,1847-1931,,
"Rothschild, baron Salomon James",", baron Salomon James",rothsc10,0,,,Rothschild,,1835,1864,,Male,,,1835-1864,,,,,,,,,False,1835-1864,,
"Rothschild, baron James Édouard",", baron James Édouard",rothsc12,0,,,Rothschild,,1844,1881,,Male,,,1844-1881,,,,,,,,,False,1844-1881,,
"Rothschild, Mathilde de Weisweiller, baronne Henri de",", Mathilde de Weisweiller, baronne Henri de",rothsc13,0,,,Rothschild,,1874,1926,,Female,,,1874-1926,,,,,,,,,False,1874-1926,,
"Rothschild, baron E. de",", baron E. de",rothsc14,0,,,Rothschild,,,,1896,Male,,,dans un salon en 1896,dans un salon,,,,,,,,False,,,
"Rothschild, baronne E. de",", baronne E. de",rothsc15,0,,,Rothschild,,,,,Female,,,,,,,,,,,,False,,,
"Rothschild, baron Gustave de",", baron Gustave de",rothsc16,0,,,Rothschild,,1829,1911,,Male,,,"1829-1911, (et Mme née Anspach)",(et Mme née Anspach),,,,,,,,False,1829-1911,,
"Rothschild, baron Alphonse de",", baron Alphonse de",rothsc17,0,,,Rothschild,,1827,1905,,Male,,,1827-1905,,,,,,,,,False,1827-1905,,
"Rothschild, baronne Alphonse de, née Leonora de Rothschild",", baronne Alphonse de, née Leonora de Rothschild",rothsc18,0,,,Rothschild,,1837,1911,,Female,,,"1837-1911, mariée en 1857",,,,,,,,,False,1837-1911,1857,
"Rothschild, baron Edmond de",", baron Edmond de",rothsc19,0,,,Rothschild,,1845,1934,,Male,,,"1845-1934, demi-frère d'Emile Straus (?), 2 fils, James et Maurice",demi-frère d'Emile Straus (?),,,,,,,,False,1845-1934,,
"Rothschild, Henri de",", Henri de",rothsc2,0,,,Rothschild,,1872,1946,,,,,1872-1946,,,,,,,,,False,1872-1946,,
"Rothschild, Robert de",", Robert de",rothsc20,0,,,Rothschild,,1880,1946,,,,,"1880-1946, fils de Gustave",fils de Gustave,,,,,,,,False,1880-1946,,
"Rothschild, baronne Gustave de, née Anspach",", baronne Gustave de, née Anspach",rothsc21,0,,,Rothschild,,1840,1912,,Female,,,"1840-1912, mère de Robert de Rothschild",mère de Robert de Rothschild,,,,,,,,False,1840-1912,,
"Rothschild, Nelly Beer, baronne Robert de",", Nelly Beer, baronne Robert de",rothsc22,0,,,Rothschild,,,,,Female,,,"mariée en 1907, fille d'Edmond Beer",fille d'Edmond Beer,,,,,,,,False,,1907,
"Rothschild, Adelheid von Rothschild, baronne Edmond de",", Adelheid von Rothschild, baronne Edmond de",rothsc23,0,,,Rothschild,,1853,1934,,Female,,,"1853-1934, mariée en 1877",,,,,,,,,False,1853-1934,1877,
"Rothschild, Caroline Julie de Rothschild, baronne Adolphe de",", Caroline Julie de Rothschild, baronne Adolphe de",rothsc24,0,,,Rothschild,,1830,1907,,Female,,,"1830-1907, mariée en 1850",,,,,,,,,False,1830-1907,1850,
"Rothschild, baron Maurice de",", baron Maurice de",rothsc25,0,,,Rothschild,,1881,1957,,Male,,,"1881-1957, second fils du baron Edmond de Rothschild",second fils du baron Edmond de Rothschild,,,,,,,,False,1881-1957,,
"Rothschild, Noémie Halphen, baronne Maurice de",", Noémie Halphen, baronne Maurice de",rothsc26,0,,,Rothschild,,1888,,,Female,,,"1888-?, mariée en 1909",,,,,,,,,False,,1909,
"Rothschild, Edouard de",", Edouard de",rothsc27,0,,,Rothschild,,1868,1949,1905,,,,"1868-1949, marié en 1905, fils du baron et de la baronne Alphonse de Rothschild, frère de Bettina de Rothschild et de Mme Maurice Ephrussi",marié,,,,,,,,False,1868-1949,,
"Rothschild, Bettina de Rothschild, baronne Albert Salomon von",", Bettina de Rothschild, baronne Albert Salomon von",rothsc28,0,,,Rothschild,,1858,1892,,Female,,,"1858-1892, mariée en 1876, fille du baron et de la baronne Alphonse de Rothschild",fille du baron et de la baronne Alphonse de Rothschild,,,,,,,,False,1858-1892,1876,
"Rothschild, baron Albert Salomon von",", baron Albert Salomon von",rothsc29,0,,,Rothschild,,1844,1911,,Male,,,1844-1911,,,,,,,,,False,1844-1911,,
"Rothschild, baron Édouard de",", baron Édouard de",rothsc3,0,,,Rothschild,,1868,1949,,Male,,,1868-1949,,,,,,,,,False,1868-1949,,
"Rothschild, Alphonse de",", Alphonse de",rothsc30,0,,,Rothschild,,1906,1911,,,,,"1906-1911, fils d'Edouard de Rothschild, petit-fils du baron et de la baronne Alphonse de Rothschild",fils d'Edouard de Rothschild,,,,,,,,False,1906-1911,,
"Rothschild, baronne Charles de",", baronne Charles de",rothsc5,0,,,Rothschild,,,,,Female,,,morte en décembre 1894,morte en décembre 1894,,,,,,,,False,,,
"Rothschild, baron Mayer Carl (ou Charles)",", baron Mayer Carl (ou Charles)",rothsc6,0,,,Rothschild,,1820,1886,,Male,,,"1820-1886, mari de Louise de Rothschild",mari de Louise de Rothschild,,,gramon2,,,,,False,1820-1886,,
"Rothschild, lady Emma Louisa",", lady Emma Louisa",rothsc7,0,,,Rothschild,,1844,1935,,,,,"1844-1935, femme de Lord Nathaniel Mayer Rothschild, fille de Mayer Carl Rothschild",femme de Lord Nathaniel Mayer Rothschild,,,,,,,,False,1844-1935,,
"Rothschild, Lord Nathaniel Mayer",", Lord Nathaniel Mayer",rothsc8,0,,,Rothschild,,1840,1915,,,,,1840-1915,,,,,,,,,False,1840-1915,,
"Rothschild, baronne Salomon de, née Adèle Hannah Charlotte de Rothschild",", baronne Salomon de, née Adèle Hannah Charlotte de Rothschild",rothsc9,0,,,Rothschild,,1843,1862,,Female,,,1843-1862,,,,,,,,,False,1843-1862,,
"Roty, Louis OScar",", Louis OScar",roty1,0,,,,,1846,1911,,,,,"1846-1911, sculpteur",sculpteur,,,,,,,,False,1846-1911,,
"Rouanet, Armand Gustave",", Armand Gustave",rouane1,0,,,,,1855,1927,,,,,"1855-1927, homme politique",homme politique,,,,,,,,False,1855-1927,,
"Rouart, Henri",", Henri",rouart1,0,,,,,1833,1912,,,,,"1833-1912, ingénieur, industriel, peintre, collectionneur",ingénieur,,,,,,,,False,1833-1912,,
"Rouart, Alexis",", Alexis",rouart2,0,,,,,,,,,,,fils d'Henri Rouart,fils d'Henri Rouart,,,,,,,,False,,,
"Rouart, Eugène",", Eugène",rouart3,0,,,,,,,,,,,fils d'Henri Rouart,fils d'Henri Rouart,,,,,,,,False,,,
"Rouart, Ernest",", Ernest",rouart4,0,,,,,,,,,,,fils d'Henri Rouart,fils d'Henri Rouart,,,,,,,,False,,,
"Rouart, Louis",", Louis",rouart5,0,,,,,,,,,,,fils d'Henri Rouart,fils d'Henri Rouart,,,,,,,,False,,,
"Rouault, Georges",", Georges",rouaul1,0,,,,,1871,,,,,,"1871-?, peintre",peintre,,,,,,,,False,,,
"Roubille, Auguste",", Auguste",roubil1,0,,,,,1872,1955,,,,,"1872-1955, dessinateur, illustrateur",dessinateur,,,,,,,,False,1872-1955,,
"Roujon, Henry; pseud. Henri Laujol",", Henry; pseud. Henri Laujol",roujon1,0,,,,,1853,1914,,,,,"1853-1914, critique d'art, Acad. des Beaux-Arts",critique d'art,,,,,,,,False,1853-1914,,
"Charles Ier, roi de Roumanie",", roi de Roumanie",rouman1,0,,,,,1839,1914,,Male,Romanian,King,1839-1914,,king,rouman2,,,,,,False,1839-1914,,
"Elisabeth de Roumanie, née princesse de Wied; pseud. Carmen Sylva",", née princesse de Wied; pseud. Carmen Sylva",rouman2,0,,,,,1843,1916,,Female,,Princess; Queen consort,"1843-1916, épouse de Charles Ier de Roumanie",,femme de lettres,rouman1,,,,,wife of: Charles Ier de Roumanie,False,1843-1916,,
"Roumanie, Marie de Saxe-Cobourg et Gotha, princesse (Ferdinand) puis reine de",", Marie de Saxe-Cobourg et Gotha, princesse (Ferdinand) puis reine de",rouman4,0,,,,,1875,,,Female,,,"1875-?, mariée en janvier 1893, mère du roi Karol II de Roumanie",mariée en janvier 1893,,,,,,,,False,,,
"Roupnel, Gaston",", Gaston",roupne1,0,,,,,1871,1946,,,,,"1871-1946, homme de lettres",homme de lettres,,,,,,,,False,1871-1946,,
"Rouquès, Amédée",", Amédée",rouque1,0,,,,,,,,,,,ami de Fernand Gregh,ami de Fernand Gregh,,,,,,,,False,,,
"Rousseau, Jean-Jacques",", Jean-Jacques",rousse1,0,,,,,1712,1778,,,,,"1712-1778, écrivain, philosophe",écrivain,,,,,,,,False,1712-1778,,
"Rousset, Raoul",", Raoul",rousse10,0,,,,,1855,1938,,,,,"1855-1938, avocat",avocat,,,,,,,,False,1855-1938,,
"Roussel, Raymond",", Raymond",rousse2,0,,,,,1877,1933,,,,,"1877-1933, écrivain",écrivain,,,,,,,,False,1877-1933,,
"Rousseau, Théodore",", Théodore",rousse5,0,,,,,1812,1867,,,,,"1812-1867, peintre",peintre,,,,,,,,False,1812-1867,,
"Rousse, Edmond",", Edmond",rousse6,0,,,,,1817,1906,,,,,"1817-1906, avocat",avocat,,,,,,,,False,1817-1906,,
"Rousselière, Charles Roussoulière, dit Rousselière",", Charles Roussoulière, dit Rousselière",rousse8,0,,,,,1875,1950,,,,,"1875-1950, chanteur de l'Opéra",chanteur de l'Opéra,,,,,,,,False,1875-1950,,
"Roussel, Mme Eugène; née Moreau-Chaslon",", Mme Eugène; née Moreau-Chaslon",rousse9,0,,,,,,,,Female,,,"mère de Raymond, Georges et Germaine Roussel",mère de Raymond,,,,,,,,False,,,
"Roussy, Dr Gustave",", Dr Gustave",roussy1,0,,,Roussy,,1874,1948,,,,,1874-1948,,,,,,,,,False,1874-1948,,
"Rouveyre, André",", André",rouvey1,0,,,,,1879,,,,,,"1879-?, dessinateur",dessinateur,,,,,,,,False,,,
"Rouvier, Maurice",", Maurice",rouvie1,0,,,,,1842,1911,,,,,"1842-1911, homme politique",homme politique,,,,,,,,False,1842-1911,,
"Rouvier, Gaston",", Gaston",rouvie2,0,,,,,,,1901,,,,écrit dans le Figaro (1901),écrit dans le Figaro,,,,,,,,False,,,
"Rouvier, Mme Maurice; née Pommereul",", Mme Maurice; née Pommereul",rouvie3,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Roux, André",", André",roux1,0,,,,,,,,,,,"premier mari de Marie-Hélène Brunet, devenue ensuite Mme Charles Lamoureux",premier mari de Marie-Hélène Brunet,,,,,,,,False,,,
"Roux, Dr Emile",", Dr Emile",roux2,0,,,,,1853,1933,,,,,"1853-1933, bactériologiste",bactériologiste,,,,,,,,False,1853-1933,,
"Rouzier-Dorcières, Eugène",", Eugène",rouzie1,0,,,,,,,,,,,"homme de lettres,duelliste, journaliste à Comoedia",homme de lettres,,,,,,,,False,,,
"Roxburghe, Mary Wilson Goelët, duchesse Henry de",", Mary Wilson Goelët, duchesse Henry de",roxbur1,0,,,,,,,,Female,,,mariée en 1903,,,,,,,,,False,,1903,
"Roy, Maurice",", Maurice",roy1,0,,,,,1856,1932,,,,,"1856-1932, magistrat, gendre de Charles Martini",magistrat,,,,,,,,False,1856-1932,,
"Roy, Georges",", Georges",roy2,0,,,,,,,,,,,fils de Maurice Roy,fils de Maurice Roy,,,,,,,,False,,,
"Roy, Henri",", Henri",roy3,0,,,,,,,,,,,fils de Maurice Roy,fils de Maurice Roy,,,,,,,,False,,,
"Roy, Maurice",", Maurice",roy4,0,,,,,,,,,,,Fils de Maurice Roy (le magistrat),Fils de Maurice Roy (le magistrat),,,,,,,,False,,,
"Roybet, Ferdinand",", Ferdinand",roybet1,0,,,,,1840,1920,,,,,"1840-1920, peintre",peintre,,,,,,,,False,1840-1920,,
"Royer, Louis",", Louis",royer1,0,,,,,,,1895,,,,joue la comédie chez Mme Aubernon en 1895,joue la comédie chez Mme Aubernon,,,,,,,,False,,,
"Royer, Mlle Clémence",", Mlle Clémence",royer2,0,,,,,1830,1901,,Female,,,"1830-1901?2?, philosophe, femme de sciences",2?,,,,,,,,False,1830-1901,,
"Rozenberg, Lucien",", Lucien",rozenb1,0,,,,,,,1913,,,,"comédien, en 1913",comédien,,,,,,,,False,,,
