ID Number,Title,Date,Role,Play,Subject,Type,Dimensions,Technique,Creator,Publisher,Description,Rights,Physical Collection,Repository,Collection,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
K243-76,"Edmund Kean as Sir Giles Overreach in ""A New Way to Pay Old Debts""",,Sir Giles Overreach,A New Way to Pay Old Debts,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 3 1/8 x 4 5/8 inches,Etching; Engraving; Stippling,"Adcock, G.",J. Gifford,"Whole-length portrait, wearing striped breeches and doublet, drawing sword from scabbard.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739703981,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2837,2837,2838.jpg,/actors/image/2838.jpg
K243-77,"Edmund Kean as Sir Giles Overreach in a scene from  ""A New Way to Pay Old Debts""",,Sir Giles Overreach,A New Way to Pay Old Debts,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Photomechanical prints; Clippings,Sheet 5 1/8 x 7 1/2 inches,Photomechanical processes,,,"Scene from the play, Kean standing to right, drawing sword, full cast around.  Others not identified.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701260,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2838,2838,2839.jpg,/actors/image/2839.jpg
K243-78,"Edmund Kean as Sir Pertinax Macsycophant in ""The Man of the World""",,Sir Pertinax Macsycophant,The Man of the World,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Etchings,3 1/4 x 4 3/4 inches,Etching,,,Three-quarter-length portrait.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739703575,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2839,2839,2840.jpg,/actors/image/2840.jpg
K243-79,"Edmund Kean as Zanga in ""The Revenge""",1815,Zanga,The Revenge,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 4 1/2 x 6 3/4 inches,Etching; Engraving; Stippling,Cruikshank; Alais,J. Roach,"Whole-length portrait, wearing turban, cape;  looking at dagger in upraised right hand.  With text: ""But one thing grieves me since my death is near, I leave thee my example how to die"".","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701295,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2840,2840,2841.jpg,/actors/image/2841.jpg
K243-80,Caricature of Edmund Kean,1810,,,"Kean, Edmund, 1787-1833; Actors; Costume; Theater--History--19th century--Pictorial works",Photomechanical prints,Border 4 x 6 1/4 inches,Photomechanical processes,Marks,,"Kean seated at head of table with five other men, all drinking. Published at the time of Kean's dispute with Bucke. Title: ""The Wolves Club""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701329,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2841,2841,2842.jpg,/actors/image/2842.jpg
K243-81,Caricature of Edmund Kean,,,,"Kean, Edmund, 1787-1833; Actors; Theater--History--19th century--Pictorial works",Photomechanical prints,4 x 5 3/4 inches,Photomechanical processes,,,"Kean driving a coach, seated beside woman; black man in rear of coach saying, ""Ha! ha! massa you be one dam funny rogue!!"". Title: ""The Trip to Croydon: A 'Cox v. Kean' Caricature""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702116,4/20/2007,7/18/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2842,2842,2843.jpg,/actors/image/2843.jpg
K243-82,Caricature of Edmund Kean,,,,"Kean, Edmund, 1787-1833; Actors; Theater--History--19th century--Pictorial works",Photomechanical prints,Sheet 4 3/8 x 7,Photomechanical processes,,,"Caricature of Kean. Scene with black men in theater audience; scene with black man and woman walking away from Kean. Title: ""Kean in America. A caricature of Kean published during his second visit to the United States.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739701311,4/20/2007,7/18/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2843,2843,2844.jpg,/actors/image/2844.jpg
K243-83,"Edmund Kean as Richard III, Henry James Finn as Bob Logic in ""Life in London,"" Charles Mathews as Monsieur Morbleu in ""Monsieur Tonson"" and other actors in character",,King Richard III; Bob Logic; Monsieur Morbleu; Captain Copp; Nipperkin,Richard III; Life in London; Monsieur Tonson,"Kean, Edmund, 1787-1833; Finn, Henry J. (Henry James), 1787-1840; Mathews, Charles, 1776-1835; Actors; Costume; Theater--History--19th century--Pictorial works",Etchings,Sheet 3 1/4 x 5 1/4 inches,Etching,"Johnson, D.C.",,"Depicts many popular actors in character: Barnes as Crack, Brown as Jerry, Finn as Logic, Kilner as Captain Copp, Jefferson as Nipperkin, and Mathews as Mon. Morbleu.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702757,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2844,2844,2845.jpg,/actors/image/2845.jpg
K244m-01,Moses Kean in character,1786,,,"Kean, Moses, d. 1792; Actors; Costume; Theater--History--18th century--Pictorial works",Etchings,Border 6 7/8 x 9 1/4 inches,Etching,,W. Hinton,"Whole-length portrait, standing, holding handkerchief.  With text: ""Mr. Kean's Imitation of Henderson's Hamlet"".","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702696,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2845,2845,2846.jpg,/actors/image/2846.jpg
K261m-01,Portrait of Mary Ann Keeley (nee Goward),,,,"Keeley, Mary Ann, 1806-1899; Actors; Theater--History--19th century--Pictorial works; Women in the theater",Etchings,Mounted sheet 2 5/8 x 3 5/8 inches,Etching,,,"Portrait, bust, wearing bonnet.  Mrs. Keeley at Sixteen.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739702636,4/20/2007,5/29/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/2846,2846,2847.jpg,/actors/image/2847.jpg
